,Date,OptionPrice,StrikePrice,OptionSymbol,ExpiryDate,FuturePrice,OptionType,tte,IV
203747,2023-04-25 13:17:00,26.5,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1667.35,c,0.08436944444444446,0.14380654237745188
203749,2023-04-18 09:48:00,20.45,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1671.8,c,0.02895,0.17225994486926088
203751,2023-04-10 13:14:00,27.7,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1668.3,c,0.05237777777777777,0.18730003190321468
203753,2023-04-21 13:23:00,10.5,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1666.4,c,0.01635277777777778,0.14353890725126217
203755,2023-04-25 13:58:00,9.9,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1665.35,p,0.008255555555555556,0.1214548585926695
203758,2023-04-21 12:06:00,9.85,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1669.0,p,0.016566666666666667,0.10896959192317737
203759,2023-04-17 09:46:00,21.2,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1666.55,p,0.03295555555555556,0.1607913989806336
203760,2023-04-20 12:53:00,12.15,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1669.9,p,0.020436111111111113,0.1270504821816773
203762,2023-04-21 09:21:00,35.35,1670,HDFCBANK25MAY231670PE,2023-05-25 15:30:00,1672.35,p,0.093025,0.17958481865847115
203763,2023-04-17 10:46:00,20.4,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1668.0,c,0.03278888888888889,0.17737834544866196
203767,2023-04-27 11:09:00,2.15,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1670.9,p,0.000725,0.14350478579181042
203768,2023-04-20 11:47:00,10.95,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1670.1,p,0.020619444444444444,0.11497852744152846
203769,2023-04-26 10:32:00,3.55,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1665.5,c,0.004827777777777778,0.11919194966529457
203773,2023-04-21 15:23:00,29.95,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1674.05,c,0.09201944444444445,0.13778559088275671
